title,description,url,category
Chinese scientists unveil potential game-changer in use of superconductors - South China Morning Post,It makes nickel just the third class of materials to achieve this feat above the threshold of minus 233 degrees Celsius at ‘normal’ pressure.,https://www.scmp.com/news/china/science/article/3299254/chinese-scientists-create-new-superconducting-material-based-nickel,science
Why ‘city-killer’ asteroid YR4’s impact probability keeps increasing - Big Think,"Asteroid 2024 YR4, which could devastate a city's worth of humans, has gone from 1.2% to 2.3% to 2.6% to 3.1% chances of impact. Here's why.",https://bigthink.com/starts-with-a-bang/city-killer-asteroid-yr4-impact-probability/,science
Scientists Put a Human Language Gene Into Mice And Changed Their Voice - ScienceAlert,A new contender for a human 'language gene' can change the way that mice squeak when it is incorporated into their DNA.,https://www.sciencealert.com/scientists-put-a-human-language-gene-into-mice-and-changed-their-voice,science
Science suggests we should stop using ‘bird brain’ as a barb - Financial Times,The gap between avian and mammalian cognition may be narrower than we think,https://www.ft.com/content/61950379-f7d0-45c9-9903-9e38903b8a42,science
From Metal Rain to Roaring Jet Streams: The First 3D Look at an Alien Atmosphere - SciTechDaily,"Astronomers have unlocked a new way to explore alien worlds by mapping the 3D structure of an exoplanet’s atmosphere for the first time. Using ESO’s Very Large Telescope, they discovered extreme winds carrying iron and titanium across the skies of WASP-121b, …",https://scitechdaily.com/?p=456033,science
'Missing' Planet to Join a Rare Cosmic Lineup This Week - ScienceAlert,One planet was missing from the sunset lineup… until now.,https://www.sciencealert.com/missing-planet-to-join-a-rare-cosmic-lineup-this-week,science
SpaceX launches Starlink 10-12 mission from Cape Canaveral in Florida - Florida Today,"SpaceX launches Falcon 9 rocket on Starlink 10-12 mission at 6:21 p.m. Tuesday, Feb. 18, from Cape Canaveral Space Force Station in Florida.",https://www.floridatoday.com/picture-gallery/tech/science/space/2025/02/18/spacex-launches-starlink-10-12-mission-from-cape-canaveral-space-force-station-in-florida/78959951007/,science
Extreme Drop in Oxygen Will Eventually Suffocate Most Life on Earth - ScienceAlert,"For now, life is flourishing on our oxygen-rich planet, but Earth wasn't always that way – and scientists have predicted that, in the future, the atmosphere will revert back to one that's rich in methane and low in oxygen.",https://www.sciencealert.com/extreme-drop-in-oxygen-will-eventually-suffocate-most-life-on-earth,science
Blood moon 2025: How to see the moon turn red over North America during March's total lunar eclipse - Livescience.com,"Here's everything you need to know about how to see the first ""blood moon"" total lunar eclipse since 2022, and the only one visible from North America this year, when it rises in March.",https://www.livescience.com/space/the-moon/blood-moon-2025-how-to-see-the-moon-turn-red-over-north-america-during-marchs-total-lunar-eclipse,science
Japan's Resilience moon lander aces lunar flyby ahead of historic touchdown try (photo) - Space.com,"Resilience came within 5,220 miles (8,400 kilometers) of the lunar surface on Feb. 14.",https://www.space.com/japan-ispace-resilience-moon-lander-aces-flyby-ahead-of-touchdown,science
This “Impossible” Crystal Is Changing What We Know About Reality - SciTechDaily,"Once thought impossible, quasicrystals revealed a hidden order that challenges our understanding of materials. Their structure follows rules from higher dimensions, influencing both their mechanical and topological properties. Recent research has uncovered bi…",https://scitechdaily.com/?p=455645,science
Is Pluto a planet or not? Who cares! Our love for the King of the Kuiper Belt is stronger than ever 95 years later - Space.com,"The controversy endures over Pluto's true status, but the solar system underdog continues to capture hearts across the globe.",https://www.space.com/the-universe/pluto/is-pluto-a-planet-or-not-who-cares-our-love-for-the-king-of-the-kuiper-belt-is-stronger-than-ever-95-years-later,science
What scientists learned from a well-preserved fossil of this iconic Jurassic-era species - ABC News,,https://abcnews.go.com/International/discovery-well-preserved-fossil-iconic-jurassic-era-dinosaur/story?id\\u003d118922304,science
NASA Sets Briefings for Next International Space Station Crew Missions - NASA,"NASA and its partners will discuss the upcoming Expedition 73 mission aboard the International Space Station during a pair of news conferences on Monday, Feb.",https://www.nasa.gov/news-release/nasa-sets-briefings-for-next-international-space-station-crew-missions-2/,science
Jupiter's moon Callisto is very likely an ocean world - Phys.org,"More pocked with craters than any other object in our solar system, Jupiter's outermost and second-biggest Galilean moon, Callisto, appears geologically unremarkable. In the 1990s, however, NASA's Galileo spacecraft captured magnetic measurements near Callist…",https://phys.org/news/2025-02-jupiter-moon-callisto-ocean-world.html,science
Video shows 30-million-year-old skull of apex predator that could solve extinction riddle - USA TODAY,"Scientists in Egypt discovered a not-before-known apex predator that lived 30 million years ago, potentially helping to solve an extinction mystery.",https://www.usatoday.com/story/news/world/2025/02/18/bastetodon-syrtos-egypt-video/79067961007/,science
Northern Lights Forecast: Here’s Where Aurora Borealis May Appear Tonight - Forbes,"Several states along the Canadian border may have an opportunity to see the phenomenon, forecasters said.",https://www.forbes.com/sites/tylerroush/2025/02/18/northern-lights-forecast-heres-where-aurora-borealis-may-appear-tonight/,science
Network analysis identifies 15 key motives driving human behavior - Phys.org,"Researchers at HSE University and the London School of Hygiene and Tropical Medicine have identified 15 key motives that drive human behavior. By analyzing people's views, preferences, and actions through an evolutionary lens, they demonstrated how these moti…",https://phys.org/news/2025-02-network-analysis-key-human-behavior.html,science
GEM-63XL motor test fired at Promontory as part of Vulcan Cert-2 investigation - NASASpaceflight.com,"After Vulcan’s otherwise successful second certification mission (Cert-2) on Oct. 4, 2024, was marred by…",https://www.nasaspaceflight.com/2025/02/gem-63xl-test-fire/,science
BYU hands No. 23 Kansas back-to-back losses with 3rd straight win - KSL.com,"Richie Saunders erupted for 22 points with three assists and four 3-pointers, and BYU shot 53% from the field in a wire-to-wire rout of the Jayhawks.",https://www.ksl.com/article/51256357/byu-hands-no-23-kansas-back-to-back-losses-with-3rd-straight-win,general
Musk-linked group flexes its muscle in a crucial Supreme Court race in Wisconsin - POLITICO,"Not satisfied with massively remaking Washington, the tech mogul’s allies look to exert his influence in the states.",https://www.politico.com/news/2025/02/18/elon-musk-wisconsin-supreme-court-00204791,general
HSBC Expects Revamp to Cost $1.8 Billion Over Two Years - Bloomberg,HSBC Holdings Plc will incur $1.8 billion in charges over the next two years as it embarks on a global restructuring program that has seen the lender shutter some of its businesses and slash management ranks.,https://www.bloomberg.com/news/articles/2025-02-19/hsbc-sees-1-8-billion-cost-over-two-years-in-elhedery-revamp,general
Kansas lawmakers reverse veto of ban on transgender care for minors - The Washington Post,The decision by the GOP-controlled legislature follows similar moves by about two dozen other states. Kansas’s Democratic governor had vetoed the bill last year.,https://www.washingtonpost.com/nation/2025/02/18/kansas-transgender-care-veto-overturned/,general
"Trump plans to impose 25% tariffs on autos, chips and pharmaceuticals - CNN",President Donald Trump said on Tuesday that he plans to impose tariffs of around 25% on auto imports as well as semiconductors and pharmaceuticals shipped to the United States as early as April 2.,https://www.cnn.com/2025/02/19/economy/us-new-tariff-plans-trump-intl-hnk/index.html,general
"Pope Francis, still hospitalized, has pneumonia in both lungs - The Washington Post",Vatican officials cleared his schedule through the weekend due a “complex” infection plaguing the 88-year-old pontiff.,https://www.washingtonpost.com/world/2025/02/18/pope-francis-pneumonia-hospitalized/,general
Dominican officials cram thousands of inmates facing no charges into overcrowded prisons - NPR,"Despite promises to improve the system, problems within prisons keep mounting. Critics say the Dominican Republic continues to push for pretrial detentions in cases where no charges have been filed.",https://www.npr.org/2025/02/19/nx-s1-5301669/dominican-republic-prisons-overcrowding,general
"Horoscope for Wednesday, February 19, 2025 - Chicago Sun-Times",,https://chicago.suntimes.com/horoscopes/2025/02/19/horoscopes-today-wednesday-february-19-2025,general
"Asian Stock Rally Pauses, China Tech Shares Gain: Markets Wrap - Yahoo Finance","(Bloomberg) -- Asian stocks pulled back after a five-day rally that pushed a regional gauge into overbought territory, as investors turned cautious amid...",https://finance.yahoo.com/news/asia-traders-cautious-trump-floats-225452223.html,general
"Key takeaways from ""brothers"" Trump and Musk's ""Hannity"" interview - Axios",Trump revealed how much X paid him to settle his lawsuit over Twitter's ban following the Jan. 6 Capitol riot.,https://www.axios.com/2025/02/19/trump-musk-hannity-takeaways,general
iPhone 16E Name is Increasingly Likely Instead of iPhone SE 4 - MacRumors,"Apple is expected to announce a new entry-level iPhone model tomorrow, and it is increasingly likely that the device will be named iPhone 16E.   Most...",https://www.macrumors.com/2025/02/18/iphone-16e-name-is-likely/,general
From Metal Rain to Roaring Jet Streams: The First 3D Look at an Alien Atmosphere - SciTechDaily,"Astronomers have unlocked a new way to explore alien worlds by mapping the 3D structure of an exoplanet’s atmosphere for the first time. Using ESO’s Very Large Telescope, they discovered extreme winds carrying iron and titanium across the skies of WASP-121b, …",https://scitechdaily.com/?p=456033,general
Google app on iOS removing Gemini as it pushes users to full app - 9to5Google,The Google app for iOS is removing Gemini support as the company pushes iPhone users to the full Gemini app.,http://9to5google.com/2025/02/18/google-app-removes-gemini/,general
More than 150 whales stranded on remote Australian beach - BBC.com,"Though 90 of the 157 stranded whales survived, they could not be saved due to complex conditions.",https://www.bbc.com/news/articles/cd7e38py4geo,general
2 backcountry skiers are killed in an Oregon avalanche - The Associated Press,Search and rescue crews have recovered the bodies of two backcountry skiers buried in an avalanche in Oregon. The Deschutes County Sheriff's Office announced that the bodies were recovered Tuesday in the Cascade Mountains. The names of the two people killed h…,https://apnews.com/article/avalanche-bend-oregon-cascades-snowmobile-08599a6c0768c888273825035bd40119,general
TGL results: Tiger Woods makes 'embarrassing' mistake as Jupiter Links GC gets routed by New York Golf Club - CBS Sports,"Woods is usually on his game, but neither he nor Jupiter Links were in the zone on Tuesday night in the fourth TGL match across two days",https://www.cbssports.com/golf/news/tgl-results-tiger-woods-makes-embarrassing-mistake-as-jupiter-links-gc-gets-routed-by-new-york-golf-club/,general
Judge Chutkan rejects call from Democratic AGs for temporary restraining order blocking DOGE’s access to federal data - CNN,A federal judge declined on Tuesday to temporarily block Elon Musk and his Department of Government Efficiency from accessing federal data systems at a slew of executive branch agencies.,https://www.cnn.com/2025/02/18/politics/doge-temporary-restraining-order-chutkan/index.html,general
BYU hands No. 23 Kansas back-to-back losses with 3rd straight win - KSL.com,"Richie Saunders erupted for 22 points with three assists and four 3-pointers, and BYU shot 53% from the field in a wire-to-wire rout of the Jayhawks.",https://www.ksl.com/article/51256357/byu-hands-no-23-kansas-back-to-back-losses-with-3rd-straight-win,politics
Musk-linked group flexes its muscle in a crucial Supreme Court race in Wisconsin - POLITICO,"Not satisfied with massively remaking Washington, the tech mogul’s allies look to exert his influence in the states.",https://www.politico.com/news/2025/02/18/elon-musk-wisconsin-supreme-court-00204791,politics
HSBC Expects Revamp to Cost $1.8 Billion Over Two Years - Bloomberg,HSBC Holdings Plc will incur $1.8 billion in charges over the next two years as it embarks on a global restructuring program that has seen the lender shutter some of its businesses and slash management ranks.,https://www.bloomberg.com/news/articles/2025-02-19/hsbc-sees-1-8-billion-cost-over-two-years-in-elhedery-revamp,politics
Kansas lawmakers reverse veto of ban on transgender care for minors - The Washington Post,The decision by the GOP-controlled legislature follows similar moves by about two dozen other states. Kansas’s Democratic governor had vetoed the bill last year.,https://www.washingtonpost.com/nation/2025/02/18/kansas-transgender-care-veto-overturned/,politics
"Trump plans to impose 25% tariffs on autos, chips and pharmaceuticals - CNN",President Donald Trump said on Tuesday that he plans to impose tariffs of around 25% on auto imports as well as semiconductors and pharmaceuticals shipped to the United States as early as April 2.,https://www.cnn.com/2025/02/19/economy/us-new-tariff-plans-trump-intl-hnk/index.html,politics
"Pope Francis, still hospitalized, has pneumonia in both lungs - The Washington Post",Vatican officials cleared his schedule through the weekend due a “complex” infection plaguing the 88-year-old pontiff.,https://www.washingtonpost.com/world/2025/02/18/pope-francis-pneumonia-hospitalized/,politics
Dominican officials cram thousands of inmates facing no charges into overcrowded prisons - NPR,"Despite promises to improve the system, problems within prisons keep mounting. Critics say the Dominican Republic continues to push for pretrial detentions in cases where no charges have been filed.",https://www.npr.org/2025/02/19/nx-s1-5301669/dominican-republic-prisons-overcrowding,politics
"Horoscope for Wednesday, February 19, 2025 - Chicago Sun-Times",,https://chicago.suntimes.com/horoscopes/2025/02/19/horoscopes-today-wednesday-february-19-2025,politics
"Asian Stock Rally Pauses, China Tech Shares Gain: Markets Wrap - Yahoo Finance","(Bloomberg) -- Asian stocks pulled back after a five-day rally that pushed a regional gauge into overbought territory, as investors turned cautious amid...",https://finance.yahoo.com/news/asia-traders-cautious-trump-floats-225452223.html,politics
"Key takeaways from ""brothers"" Trump and Musk's ""Hannity"" interview - Axios",Trump revealed how much X paid him to settle his lawsuit over Twitter's ban following the Jan. 6 Capitol riot.,https://www.axios.com/2025/02/19/trump-musk-hannity-takeaways,politics
iPhone 16E Name is Increasingly Likely Instead of iPhone SE 4 - MacRumors,"Apple is expected to announce a new entry-level iPhone model tomorrow, and it is increasingly likely that the device will be named iPhone 16E.   Most...",https://www.macrumors.com/2025/02/18/iphone-16e-name-is-likely/,politics
From Metal Rain to Roaring Jet Streams: The First 3D Look at an Alien Atmosphere - SciTechDaily,"Astronomers have unlocked a new way to explore alien worlds by mapping the 3D structure of an exoplanet’s atmosphere for the first time. Using ESO’s Very Large Telescope, they discovered extreme winds carrying iron and titanium across the skies of WASP-121b, …",https://scitechdaily.com/?p=456033,politics
Google app on iOS removing Gemini as it pushes users to full app - 9to5Google,The Google app for iOS is removing Gemini support as the company pushes iPhone users to the full Gemini app.,http://9to5google.com/2025/02/18/google-app-removes-gemini/,politics
More than 150 whales stranded on remote Australian beach - BBC.com,"Though 90 of the 157 stranded whales survived, they could not be saved due to complex conditions.",https://www.bbc.com/news/articles/cd7e38py4geo,politics
2 backcountry skiers are killed in an Oregon avalanche - The Associated Press,Search and rescue crews have recovered the bodies of two backcountry skiers buried in an avalanche in Oregon. The Deschutes County Sheriff's Office announced that the bodies were recovered Tuesday in the Cascade Mountains. The names of the two people killed h…,https://apnews.com/article/avalanche-bend-oregon-cascades-snowmobile-08599a6c0768c888273825035bd40119,politics
TGL results: Tiger Woods makes 'embarrassing' mistake as Jupiter Links GC gets routed by New York Golf Club - CBS Sports,"Woods is usually on his game, but neither he nor Jupiter Links were in the zone on Tuesday night in the fourth TGL match across two days",https://www.cbssports.com/golf/news/tgl-results-tiger-woods-makes-embarrassing-mistake-as-jupiter-links-gc-gets-routed-by-new-york-golf-club/,politics
Judge Chutkan rejects call from Democratic AGs for temporary restraining order blocking DOGE’s access to federal data - CNN,A federal judge declined on Tuesday to temporarily block Elon Musk and his Department of Government Efficiency from accessing federal data systems at a slew of executive branch agencies.,https://www.cnn.com/2025/02/18/politics/doge-temporary-restraining-order-chutkan/index.html,politics
Rihanna Is ‘Thankful’ for A$AP Rocky’s Acquittal in Instagram Note - Yahoo Entertainment,Rihanna issued her first statement via an Instagram photo after A$AP Rocky‘s acquittal on Tuesday in an assault case. The singer shared a note in her stories...,https://www.yahoo.com/entertainment/rihanna-thankful-ap-rocky-acquittal-092736917.html,gaming
Blake Lively Alleges Justin Baldoni Made Other Women “Uncomfortable” On ‘It Ends With Us’ & Says They Will Testify At Trial; Defamation Claim Added To Suit - Deadline,"In a 141-page amended complaint, Blake Lively says other women who were uncomfortable around Justin Baldoni will testify at trial, adds defamation claim",http://deadline.com/2025/02/blake-lively-latest-lawsuit-justin-baldoni-1236294318/,gaming
"Horoscope for Wednesday, February 19, 2025 - Chicago Sun-Times",,https://chicago.suntimes.com/horoscopes/2025/02/19/horoscopes-today-wednesday-february-19-2025,gaming
Nicole Kidman and Keith Urban's Los Angeles home burglarized on Valentine's Day - ABC7 Los Angeles,"The Los Angeles home of actress Nicole Kidman and musician Keith Urban was burglarized on Valentine's Day, sources told ABC News.",https://abc7.com/post/nicole-kidman-keith-urbans-los-angeles-home-burglarized-valentines-day/15929412/,gaming
B.J. Novak gives loving tribute to Office costar Mindy Kaling: 'We always knew you'd be famous' - Entertainment Weekly News,"Ryan and Kelly forever! B.J. Novak gives adorably touching tribute (and at times, roast) for his 'The Office' costar Mindy Kaling's Hollywood Walk of Fame star ceremony: 'We always knew you would be famous, but we had no idea how beautifully you’d handle the …",https://ew.com/bj-novak-loving-tribute-office-costar-mindy-kaling-11682104,gaming
Top TNA Star Appears On WWE NXT - https://wrestletalk.com/,"A top TNA Wrestling star made a surprise appearance to kick off tonight's WWE NXT, challenging NXT Champion Oba Femi.",https://wrestletalk.com/news/top-tna-star-appears-wwe-nxt-moose/,gaming
Jay-Z Claims Now Dismissed Rape Case Cost Him $20M In Lost Income; Was Timed To Embarrass Daughter Blue Ivy At ‘Mufasa’ Premiere - Deadline,Jay-Z claims now dismissed rape of a minor case cost him millions in biz opportunities & tried to shame him with Beyoncé & Blue Ivy.,http://deadline.com/2025/02/jay-z-extortion-case-latest-sean-diddy-combs-1236293993/,gaming
Of Course Justin Baldoni’s Lawyer Saw Ryan Reynolds’s SNL Cameo - Vulture,What — did you think a singular sentence from Ryan Reynolds alluding to the Justin Baldoni–Blake Lively legal drama during ‘SNL50’ wouldn’t somehow become a thing?,http://www.vulture.com/article/justin-baldoni-ryan-reynolds-snl50.html,gaming
"Patricia Heaton says 'The Middle,' 'Everybody Loves Raymond' were TV 'perfection' and don't need reboots - Yahoo Entertainment","Patricia Heaton, whose most recent movie is ""The Unbreakable Boy,"" calls it ""a beautiful thing"" that TikTok has brought new fans to the sitcom ""The Middle.""",https://www.yahoo.com/entertainment/patricia-heaton-says-the-middle-everybody-loves-raymond-were-tv-perfection-and-dont-need-reboots-224747298.html,gaming
Winnie Harlow Is Engaged to Kyle Kuzma - The Cut,Model Winnie Harlow and NBA star Kyle Kuzma are engaged. Kuzma popped the big question on February 13 in a private jet full of roses and chocolate.,http://www.thecut.com/article/winnie-harlow-kyle-kuzma-engaged.html,gaming
"Kevin Spacey Tells Guy Pearce to ‘Grow Up,’ Denies Claim He ‘Targeted’ Actor - Rolling Stone",Kevin Spacey told Guy Pearce to 'grow up' after the latter said his 'L.A. Confidential' co-star 'targeted' him while making the 1997 movie.,http://www.rollingstone.com/tv-movies/tv-movie-news/kevin-spacey-dismisses-guy-pearce-claim-targeted-1235271640/,gaming
Michael Vlamis & Iddo Goldberg Latest To Join Christopher Nolan’s ‘The Odyssey’ At Universal - Deadline,Universal's 'The Odyssey' has tapped Michael Vlamis & Iddo Goldberg for undisclosed roles.,http://deadline.com/2025/02/the-odyssey-movie-adds-michael-vlamis-iddo-goldberg-1236293990/,gaming
'Bad Flu' Kept Dana Carvey Away From SNL's 50th - LateNighter,"We're now learning why one of Sunday night's SNL anniversary special's more conspicuous no-shows wasn't there. Dana Carvey was reportedly sidelined by ""a bad flu.""",https://latenighter.com/news/a-bad-flu-kept-dana-carvey-away-from-snls-50th/,gaming
"MAGA Outrage Over Tom Hanks’ ‘SNL50’ Sketch Is Understandable, Says Joy Behar: They Made ‘Anyone Who Voted for Trump Look Like a Racist’ - AOL",,https://www.aol.com/maga-outrage-over-tom-hanks-203727408.html,gaming
"John Malkovich Rejected Marvel Offers Because of Bad Deals: ‘If You’re Going to Hang From a Crane in Front of Green Screen for Six Months, Pay Me’ - Variety","Before John Malkovich said yes to ""The Fantastic Four: First Steps,"" he rejected a few Marvel roles because the pay wasn't good enough.",https://variety.com/2025/film/news/john-malkovich-marvel-movies-bad-pay-fantastic-four-1236311544/,gaming
TV Ratings: ‘White Lotus’ Sets New Premiere High With Season 3 Debut - Hollywood Reporter,"The show draws 2.4 million viewers for its opening night, up substantially from the previous edition.",http://www.hollywoodreporter.com/tv/tv-news/white-lotus-season-3-premiere-ratings-1236140012/,gaming
Nike Stock Climbs After It Announces Partnership with Kim Kardashian's SKIMS - Investopedia,Nike is joining forces with reality TV star Kim Kardashian's shapeware and clothing brand in an effort to get more women to purchase Nike products.,https://www.investopedia.com/nike-stock-climbs-after-it-announces-partnership-with-kim-kardashian-s-skims-11681436,gaming
A Universe in Ruins - The Ringer,"After a few wobbly years post-‘Endgame,’ ‘Captain America: Brave New World’ was meant to put the MCU back on track. Now the Red Hulk has come and gone, and things somehow feel even more dire.",https://www.theringer.com/2025/02/18/movies/captain-america-brave-new-world-review-mcu-future,gaming
YouTuber Lee Jin Ho takes down all videos related to Kim Sae Ron after Kim Sae Ron's father stated the late actress was extremely stressed watching his videos - allkpop,All videos related to the late Kim&nbsp;Sae Ron have been made private on YouTube reporter&nbsp;Lee Jin Ho's&nbsp;channel.As of Februar…,https://www.allkpop.com/article/2025/02/youtuber-lee-jin-ho-takes-down-all-videos-related-to-the-late-kim-sae-ron-after-kim-sae-rons-father-stated-the-late-actress-was-extremely-stressed-watching-his-videos,gaming
Meghan Markle’s Jam Business Has a New Name - The Cut,Meghan Markle has revamped her lifestyle brand-slash-jam company with a name that is both easier to say and less likely to get her into a patent dispute.,http://www.thecut.com/article/meghan-markle-new-as-ever-lifestyle-brand.html,gaming
Rihanna Is ‘Thankful’ for A$AP Rocky’s Acquittal in Instagram Note - Yahoo Entertainment,Rihanna issued her first statement via an Instagram photo after A$AP Rocky‘s acquittal on Tuesday in an assault case. The singer shared a note in her stories...,https://www.yahoo.com/entertainment/rihanna-thankful-ap-rocky-acquittal-092736917.html,music
Blake Lively Alleges Justin Baldoni Made Other Women “Uncomfortable” On ‘It Ends With Us’ & Says They Will Testify At Trial; Defamation Claim Added To Suit - Deadline,"In a 141-page amended complaint, Blake Lively says other women who were uncomfortable around Justin Baldoni will testify at trial, adds defamation claim",http://deadline.com/2025/02/blake-lively-latest-lawsuit-justin-baldoni-1236294318/,music
"Horoscope for Wednesday, February 19, 2025 - Chicago Sun-Times",,https://chicago.suntimes.com/horoscopes/2025/02/19/horoscopes-today-wednesday-february-19-2025,music
Nicole Kidman and Keith Urban's Los Angeles home burglarized on Valentine's Day - ABC7 Los Angeles,"The Los Angeles home of actress Nicole Kidman and musician Keith Urban was burglarized on Valentine's Day, sources told ABC News.",https://abc7.com/post/nicole-kidman-keith-urbans-los-angeles-home-burglarized-valentines-day/15929412/,music
B.J. Novak gives loving tribute to Office costar Mindy Kaling: 'We always knew you'd be famous' - Entertainment Weekly News,"Ryan and Kelly forever! B.J. Novak gives adorably touching tribute (and at times, roast) for his 'The Office' costar Mindy Kaling's Hollywood Walk of Fame star ceremony: 'We always knew you would be famous, but we had no idea how beautifully you’d handle the …",https://ew.com/bj-novak-loving-tribute-office-costar-mindy-kaling-11682104,music
Top TNA Star Appears On WWE NXT - https://wrestletalk.com/,"A top TNA Wrestling star made a surprise appearance to kick off tonight's WWE NXT, challenging NXT Champion Oba Femi.",https://wrestletalk.com/news/top-tna-star-appears-wwe-nxt-moose/,music
Jay-Z Claims Now Dismissed Rape Case Cost Him $20M In Lost Income; Was Timed To Embarrass Daughter Blue Ivy At ‘Mufasa’ Premiere - Deadline,Jay-Z claims now dismissed rape of a minor case cost him millions in biz opportunities & tried to shame him with Beyoncé & Blue Ivy.,http://deadline.com/2025/02/jay-z-extortion-case-latest-sean-diddy-combs-1236293993/,music
Of Course Justin Baldoni’s Lawyer Saw Ryan Reynolds’s SNL Cameo - Vulture,What — did you think a singular sentence from Ryan Reynolds alluding to the Justin Baldoni–Blake Lively legal drama during ‘SNL50’ wouldn’t somehow become a thing?,http://www.vulture.com/article/justin-baldoni-ryan-reynolds-snl50.html,music
"Patricia Heaton says 'The Middle,' 'Everybody Loves Raymond' were TV 'perfection' and don't need reboots - Yahoo Entertainment","Patricia Heaton, whose most recent movie is ""The Unbreakable Boy,"" calls it ""a beautiful thing"" that TikTok has brought new fans to the sitcom ""The Middle.""",https://www.yahoo.com/entertainment/patricia-heaton-says-the-middle-everybody-loves-raymond-were-tv-perfection-and-dont-need-reboots-224747298.html,music
Winnie Harlow Is Engaged to Kyle Kuzma - The Cut,Model Winnie Harlow and NBA star Kyle Kuzma are engaged. Kuzma popped the big question on February 13 in a private jet full of roses and chocolate.,http://www.thecut.com/article/winnie-harlow-kyle-kuzma-engaged.html,music
"Kevin Spacey Tells Guy Pearce to ‘Grow Up,’ Denies Claim He ‘Targeted’ Actor - Rolling Stone",Kevin Spacey told Guy Pearce to 'grow up' after the latter said his 'L.A. Confidential' co-star 'targeted' him while making the 1997 movie.,http://www.rollingstone.com/tv-movies/tv-movie-news/kevin-spacey-dismisses-guy-pearce-claim-targeted-1235271640/,music
Michael Vlamis & Iddo Goldberg Latest To Join Christopher Nolan’s ‘The Odyssey’ At Universal - Deadline,Universal's 'The Odyssey' has tapped Michael Vlamis & Iddo Goldberg for undisclosed roles.,http://deadline.com/2025/02/the-odyssey-movie-adds-michael-vlamis-iddo-goldberg-1236293990/,music
'Bad Flu' Kept Dana Carvey Away From SNL's 50th - LateNighter,"We're now learning why one of Sunday night's SNL anniversary special's more conspicuous no-shows wasn't there. Dana Carvey was reportedly sidelined by ""a bad flu.""",https://latenighter.com/news/a-bad-flu-kept-dana-carvey-away-from-snls-50th/,music
"MAGA Outrage Over Tom Hanks’ ‘SNL50’ Sketch Is Understandable, Says Joy Behar: They Made ‘Anyone Who Voted for Trump Look Like a Racist’ - AOL",,https://www.aol.com/maga-outrage-over-tom-hanks-203727408.html,music
"John Malkovich Rejected Marvel Offers Because of Bad Deals: ‘If You’re Going to Hang From a Crane in Front of Green Screen for Six Months, Pay Me’ - Variety","Before John Malkovich said yes to ""The Fantastic Four: First Steps,"" he rejected a few Marvel roles because the pay wasn't good enough.",https://variety.com/2025/film/news/john-malkovich-marvel-movies-bad-pay-fantastic-four-1236311544/,music
TV Ratings: ‘White Lotus’ Sets New Premiere High With Season 3 Debut - Hollywood Reporter,"The show draws 2.4 million viewers for its opening night, up substantially from the previous edition.",http://www.hollywoodreporter.com/tv/tv-news/white-lotus-season-3-premiere-ratings-1236140012/,music
Nike Stock Climbs After It Announces Partnership with Kim Kardashian's SKIMS - Investopedia,Nike is joining forces with reality TV star Kim Kardashian's shapeware and clothing brand in an effort to get more women to purchase Nike products.,https://www.investopedia.com/nike-stock-climbs-after-it-announces-partnership-with-kim-kardashian-s-skims-11681436,music
A Universe in Ruins - The Ringer,"After a few wobbly years post-‘Endgame,’ ‘Captain America: Brave New World’ was meant to put the MCU back on track. Now the Red Hulk has come and gone, and things somehow feel even more dire.",https://www.theringer.com/2025/02/18/movies/captain-america-brave-new-world-review-mcu-future,music
YouTuber Lee Jin Ho takes down all videos related to Kim Sae Ron after Kim Sae Ron's father stated the late actress was extremely stressed watching his videos - allkpop,All videos related to the late Kim&nbsp;Sae Ron have been made private on YouTube reporter&nbsp;Lee Jin Ho's&nbsp;channel.As of Februar…,https://www.allkpop.com/article/2025/02/youtuber-lee-jin-ho-takes-down-all-videos-related-to-the-late-kim-sae-ron-after-kim-sae-rons-father-stated-the-late-actress-was-extremely-stressed-watching-his-videos,music
Meghan Markle’s Jam Business Has a New Name - The Cut,Meghan Markle has revamped her lifestyle brand-slash-jam company with a name that is both easier to say and less likely to get her into a patent dispute.,http://www.thecut.com/article/meghan-markle-new-as-ever-lifestyle-brand.html,music
